Count,seller_loan_no,Asset Type,submit_date,original_balance,purchase_price,Current Balance,APR,term,Property City,Property State,Monthly Payment,Monthly Payment Date,state,fico,loan_program,Total Dealer $,Mkt Fee ($),Stamp fee,SFC Net Margin $,lender_price_pct,Adv. Rate,Dealer Fee,Mkt Fee (%),DTI,DPD,PTI,Income,application_type,platform,unnamed_1,TU_144,Loan Product Variables,loan program,loan_term,Avg Loan Size $'s,coupon,cdr_promo,constant_cpr,servicing_cost,late_percent,recovery_percent,promo_term,Promo Period Prepayment,modeled_purchase_price,SFC Loan Margin,SFC Purchase Price,Merchant Discount,cdr,yield,weight,weight(old),weight(worst case),Purchase Price(Worst Case),tagging,cpr,platform,type,proposed_cdr_promo,proposed_cdr,proposed_cpr,proposed_promo_cpr_percent,irr_support,new_programs,proposed_cdr_promo_old,proposed_cdr_old,constant_cpr_old,cdr_promo_old,cdr_old,cpr_old,loan_type
711,SFC_6154832,ELECTRICAL EQUIPMENT,2025-08-19,13319.33,12703.98,13319.33,12.14,123,EUGENE,OR,198.09,2026-01-16,OR,755,Unsec Std - 1290 - 123,12586.77,66.6,0,50.61,95.38,94.5,5.5,0.005,0.9717,0,3.05,78000,RESIDENTIAL,sfy,6154832.0,1,NINP4348,Unsec Std - 1290 - 123,123.0,10000.0,1290.0,0.0333,0.1358,0.02,2e-05,0.35,3.0,0.13000000000000003,0.9561999999999999,0.012499999999999956,0.9437,0.05630000000000002,0.0333,0.08969832498770458,0.0036,0.0041089335844281425,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.0449,0.0575,0.15,1.0,0.0125,,,,,,,,standard
711,SFC_6154832,ELECTRICAL EQUIPMENT,2025-08-19,13319.33,12703.98,13319.33,12.14,123,EUGENE,OR,198.09,2026-01-16,OR,755,Unsec Std - 1290 - 123,12586.77,66.6,0,50.61,95.38,94.5,5.5,0.005,0.9717,0,3.05,78000,RESIDENTIAL,sfy,6154832.0,1,,Unsec Std - 1290 - 123,123.0,10000.0,1290.0,0.031219388962685155,0.316,0.02,2e-05,0.35,3.0,,0.9538,0.012499999999999956,0.9413,,0.031219388962685155,0.09556529235883904,0.0,0.0,0.0,0.0,SFY,0.043671159274204605;0.05118112347006197;0.06137114456670246,sfy,hybrid,0.039,0.039,0.25,1.0,0.0125,,,,,,,,standard
712,SFC_6182299,HVAC EQUIPMENT,2025-08-27,13314.0,12705.55,13314,11.21,123,SAN ANTONIO,TX,190.25,2026-01-16,TX,789,Unsec Std - 1190 - 123,12648.3,66.57,0,-9.32,95.43,95,5,0.005,0.3328,0,3.07,74400,RESIDENTIAL,sfy,6182299.0,0,NINP4342,Unsec Std - 1190 - 123,123.0,10000.0,1190.0,0.0298,0.141,0.02,2e-05,0.35,3.0,0.13000000000000003,0.9599,0.012499999999999956,0.9474,0.05259999999999998,0.0298,0.08191114165564972,0.0004,0.0005822102586966392,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.039,0.046200000000000005,0.2,1.0,0.0125,,,,,,,,standard
713,SFC_5932572,HVAC EQUIPMENT,2025-06-17,13260.74,12626.88,13260.74,13.07,123,ROCKWALL,TX,205.1,2026-01-16,TX,717,Unsec Std - 1390 - 123,12531.4,106.08,0,-10.6,95.22,94.5,5.5,0.008,0.1255,0,2.74,90000,RESIDENTIAL,sfy,5932572.0,0,NINP4355,Unsec Std - 1390 - 123,123.0,10000.0,1390.0000000000002,0.0346,0.1338,0.02,2e-05,0.35,3.0,0.13000000000000003,0.9557,0.012499999999999956,0.9432,0.05679999999999996,0.0346,0.0978568341892947,0.0005,0.000284954853754779,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.05763561346127604,0.069926,0.2,1.0,0.0125,,,,,,,,standard
713,SFC_5932572,HVAC EQUIPMENT,2025-06-17,13260.74,12626.88,13260.74,13.07,123,ROCKWALL,TX,205.1,2026-01-16,TX,717,Unsec Std - 1390 - 123,12531.4,106.08,0,-10.6,95.22,94.5,5.5,0.008,0.1255,0,2.74,90000,RESIDENTIAL,sfy,5932572.0,0,NINP4355,Unsec Std - 1390 - 123,123.0,10000.0,1390.0000000000002,0.06512074118082736,0.316,0.02,2e-05,0.35,3.0,0.15622342731096903,0.9522,0.012499999999999956,0.9397000000000001,0.06029999999999991,0.06512074118082736,0.0801930684219263,0.0063,0.003763071957773774,0.0,0.0,SFY,0.0436711592742046;0.051181123470062;0.0613711445667025,sfy,hybrid,0.0735,0.0775,0.27,1.0,0.0125,,,,,,,,standard
714,SFC_6159776,FOUNDATION MATERIAL/CONSTRUCTION,2025-08-20,13250.0,12637.85,13250,12.14,123,FRESNO,CA,197.06,2026-01-16,CA,779,Unsec Std - 1290 - 123,12256.25,0,0,381.6,95.38,92.5,7.5,0,0.9836,0,2.63,90000,RESIDENTIAL,sfy,6159776.0,1,NINP4348,Unsec Std - 1290 - 123,123.0,10000.0,1290.0,0.0333,0.1358,0.02,2e-05,0.35,3.0,0.13000000000000003,0.9561999999999999,0.012499999999999956,0.9437,0.05630000000000002,0.0333,0.08969832498770458,0.0036,0.0041089335844281425,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.0449,0.0575,0.15,1.0,0.0125,,,,,,,,standard
714,SFC_6159776,FOUNDATION MATERIAL/CONSTRUCTION,2025-08-20,13250.0,12637.85,13250,12.14,123,FRESNO,CA,197.06,2026-01-16,CA,779,Unsec Std - 1290 - 123,12256.25,0,0,381.6,95.38,92.5,7.5,0,0.9836,0,2.63,90000,RESIDENTIAL,sfy,6159776.0,1,,Unsec Std - 1290 - 123,123.0,10000.0,1290.0,0.031219388962685155,0.316,0.02,2e-05,0.35,3.0,,0.9538,0.012499999999999956,0.9413,,0.031219388962685155,0.09556529235883904,0.0,0.0,0.0,0.0,SFY,0.043671159274204605;0.05118112347006197;0.06137114456670246,sfy,hybrid,0.039,0.039,0.25,1.0,0.0125,,,,,,,,standard
715,SFC_6180398,HVAC EQUIPMENT,2025-08-27,13243.2,13244.52,13243.2,9.99,180,LEHIGH ACRES,FL,142.23,2025-10-16,FL,804,Unsec Std - 999 - 180,13197,85.79,46.2,-84.47,100.01,100,0,0.0065,0.0459,0,4.59,37200,RESIDENTIAL,sfy,6180398.0,1,107PF,Unsec Std - 999 - 180,180.0,10000.0,999.0,0.0,0.1995,0.02,2e-05,0.35,0.0,,0.9983,0.012499999999999956,0.9858,0.01419999999999999,0.0071,0.0754071179845095,0.00065,0.001206071418517102,0.0,0.0,PRIME,0,prime,standard,0.0,0.01386,0.20534,1.0,0.0125,,,,,,,,standard
716,SFC_6179908,HVAC EQUIPMENT,2025-08-27,13199.0,12610.32,13199,11.9,60,COLUMBIA,SC,292.94,2025-10-16,SC,781,Unsec Std - 1190 - 60,12420.26,19.8,0,170.26,95.54,94.1,5.9,0.0015,0.1596,0,1.01,349200,RESIDENTIAL,sfy,6179908.0,0,1190 - 60,Unsec Std - 1190 - 60,60.0,10000.0,1190.0,0.0,0.143,0.02,2e-05,0.35,0.0,,0.9609,0.012499999999999956,0.9484,0.05159999999999998,0.019,0.10659977466513748,0.0001,0.0009531739858097357,0.0,0.0,PRIME,0,prime,standard,0.0,0.0325,0.15,1.0,0.0125,,,,,,,,standard
717,SFC_6123305,ROOFING MATERIAL,2025-08-09,13190.52,13331.66,13190.52,9.99,120,RESTON,VA,174.24,2025-10-16,WV,827,Unsec Std - 999 - 120,13190.52,52.76,0,88.38,101.07,100,0,0.004,0.79,0,2.68,78000,RESIDENTIAL,sfy,6123305.0,1,132 PF,Unsec Std - 999 - 120,120.0,10000.0,999.0,0.0,0.261,0.02,2e-05,0.35,0.0,,1.0074,0.012499999999999956,0.9949,0.005099999999999993,0.0069,0.07152171297673604,0.0009,0.0006525466150984438,0.0,0.0,PRIME,0,prime,standard,0.0,0.016170000000000004,0.30015,1.0,0.0125,,,,,,,,standard
717,SFC_6123305,ROOFING MATERIAL,2025-08-09,13190.52,13331.66,13190.52,9.99,120,RESTON,VA,174.24,2025-10-16,WV,827,Unsec Std - 999 - 120,13190.52,52.76,0,88.38,101.07,100,0,0.004,0.79,0,2.68,78000,RESIDENTIAL,sfy,6123305.0,1,132 PF,Unsec Std - 999 - 120,120.0,10000.0,999.0,0.0,0.261,0.02,2e-05,0.35,0.0,,1.0106983282779098,0.012499999999999956,0.9981983282779098,0.0018016717220902256,0.008228617365791953,0.069054696957501,0.0316,0.08332516477927643,0.0,0.0,SFY,0,sfy,standard,0.0,0.02,0.25,1.0,0.0125,,,,,,,,standard
718,SFC_6084152,BATH TUB AND SHOWER SYSTEMS,2025-07-29,13158.0,12327.73,13158,6.99,144,BENTON,TN,135.24,2025-10-16,TN,812,Unsec Std - 699 - 144,12171.15,32.9,0,123.68,93.69,92.5,7.5,0.0025,0.1009,0,7.21,22500,RESIDENTIAL,sfy,6084152.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
719,SFC_5638609,WINDOWS/DOORS,2025-03-20,13156.2,13211.46,13156.2,11.9,120,DEERFIELD BEACH,FL,187.99,2025-10-16,FL,788,Unsec Std - 1190 - 120,12388.95,0,46.2,776.31,100.42,94.5,5.5,0,0.7266,0,3.76,60000,RESIDENTIAL,sfy,5638609.0,1,1190 - 120,Unsec Std - 1190 - 120,120.0,10000.0,1190.0,0.0,0.1410085893607625,0.02,2e-05,0.35,0.0,,1.0015999999999998,0.012499999999999956,0.9891,0.01090000000000002,0.0298,0.07677732013539984,0.00095,0.0004241624236853323,0.0,0.0,PRIME,0,prime,standard,0.0,0.045276000000000004,0.15,1.0,0.0125,,,,,,,,standard
719,SFC_5638609,WINDOWS/DOORS,2025-03-20,13156.2,13211.46,13156.2,11.9,120,DEERFIELD BEACH,FL,187.99,2025-10-16,FL,788,Unsec Std - 1190 - 120,12388.95,0,46.2,776.31,100.42,94.5,5.5,0,0.7266,0,3.76,60000,RESIDENTIAL,sfy,5638609.0,1,1190 - 120,Unsec Std - 1190 - 120,120.0,10000.0,1190.0,0.0,0.2531622254288122,0.02,2e-05,0.35,0.0,,1.004165141961772,0.012499999999999956,0.9916651419617721,0.008334858038227866,0.03876574359572797,0.06891373193785189,0.01075,0.006446679845374729,0.0,0.0,SFY,0,sfy,standard,0.0,0.05335000000000001,0.22,1.0,0.0125,,,,,,,,standard
720,SFC_5949341,FOUNDATION MATERIAL/CONSTRUCTION,2025-06-20,13150.5,13209.68,13150.5,12.9,120,HUNTSVILLE,TX,195.58,2025-10-16,TX,764,Unsec Std - 1290 - 120,13150.5,52.6,0,6.58,100.45,100,0,0.004,0.2178,0,1.78,131934.96,RESIDENTIAL,sfy,5949341.0,0,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
720,SFC_5949341,FOUNDATION MATERIAL/CONSTRUCTION,2025-06-20,13150.5,13209.68,13150.5,12.9,120,HUNTSVILLE,TX,195.58,2025-10-16,TX,764,Unsec Std - 1290 - 120,13150.5,52.6,0,6.58,100.45,100,0,0.004,0.2178,0,1.78,131934.96,RESIDENTIAL,sfy,5949341.0,0,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
721,SFC_5907483,PLUMBING EQUIPMENT,2025-06-10,13150.0,12652.93,13150,8.23,66,CAMPBELL HALL,NY,279.33,2026-04-16,NY,810,Unsec Std - 999 - 66,12492.5,65.75,0,94.68,96.22,95,5,0.005,0.1126,0,6.98,48000,RESIDENTIAL,sfy,5907483.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
722,SFC_6177016,HVAC-PLUMBING EQUIPMENT,2025-08-26,13150.0,13205.23,13150,11.9,120,WEST BEND,WI,187.91,2025-10-16,WI,797,Unsec Std - 1190 - 120,13018.5,105.21,0,81.52,100.42,99,1,0.008,0.3235,0,2.89,78000,RESIDENTIAL,sfy,6177016.0,0,1190 - 120,Unsec Std - 1190 - 120,120.0,10000.0,1190.0,0.0,0.1410085893607625,0.02,2e-05,0.35,0.0,,1.0015999999999998,0.012499999999999956,0.9891,0.01090000000000002,0.0298,0.07677732013539984,0.00095,0.0004241624236853323,0.0,0.0,PRIME,0,prime,standard,0.0,0.045276000000000004,0.15,1.0,0.0125,,,,,,,,standard
722,SFC_6177016,HVAC-PLUMBING EQUIPMENT,2025-08-26,13150.0,13205.23,13150,11.9,120,WEST BEND,WI,187.91,2025-10-16,WI,797,Unsec Std - 1190 - 120,13018.5,105.21,0,81.52,100.42,99,1,0.008,0.3235,0,2.89,78000,RESIDENTIAL,sfy,6177016.0,0,1190 - 120,Unsec Std - 1190 - 120,120.0,10000.0,1190.0,0.0,0.2531622254288122,0.02,2e-05,0.35,0.0,,1.004165141961772,0.012499999999999956,0.9916651419617721,0.008334858038227866,0.03876574359572797,0.06891373193785189,0.01075,0.006446679845374729,0.0,0.0,SFY,0,sfy,standard,0.0,0.05335000000000001,0.22,1.0,0.0125,,,,,,,,standard
723,SFC_5757932,PATIO ROOM,2025-04-25,13140.0,12852.23,13140,12.9,180,LEXINGTON,KY,165.39,2025-10-16,KY,735,Unsec Std - 1290 - 180,12548.7,0,0,303.53,97.81,95.5,4.5,0,0.7946,0,4.14,48000,RESIDENTIAL,sfy,5757932.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
724,SFC_6197081,HVAC EQUIPMENT,2025-09-02,13097.0,11951.01,13097,15.99,60,NORTH BRUNSWICK,NJ,318.42,2025-10-16,NJ,850,Unsec Std - EPNI 36 Monotes,11918.27,0,0,32.74,91.25,91,9,0,0.5008,0,5.12,85200,HD NOTE,sfy,6197081.0,0,,Unsec Std - EPNI 36 Monotes,36.0,,0.0,0.0,0.214,0.0165,2e-05,0.15,36.0,,0.92,,,,0.011061839012006662,0.05925589123615005,,,,,PRIME,0,prime,epni,0.0,0.01438039071560866,0.24609999999999999,1.0,0.0115,True,0.0,0.01438039071560866,0.214,0.0,0.011061839012006662,0,standard
724,SFC_6197081,HVAC EQUIPMENT,2025-09-02,13097.0,11951.01,13097,15.99,60,NORTH BRUNSWICK,NJ,318.42,2025-10-16,NJ,850,Unsec Std - EPNI 36 Monotes,11918.27,0,0,32.74,91.25,91,9,0,0.5008,0,5.12,85200,HD NOTE,sfy,6197081.0,0,,Unsec Std - EPNI 36 Monotes,36.0,,0.0,0.0,0.214,0.02,2e-05,0.15,36.0,,0.9125,,,,0.012745879517815056,0.06469488957897784,,,,,SFY,0,sfy,epni,0.0,0.016569643373159575,0.24609999999999999,1.0,0.0125,True,0.0,0.016569643373159575,0.214,0.0,0.012745879517815056,0,standard
725,SFC_6206062,HVAC EQUIPMENT,2025-09-05,13095.85,12526.18,13095.85,19.5,84,DAYTONA BEACH,FL,286.88,2026-08-16,FL,787,NINP - 10 Mo,12123.45,19.58,45.85,337.3,95.65,92.9,7.1,0.0015,0.0957,0,7.17,48000,RESIDENTIAL,sfy,6206062.0,0,NINP10,NINP - 10 Mo,85.0,10000.0,2145.0,0.0155,0.4075,0.02,2e-05,0.35,10.0,0.7703,0.9579,0.012499999999999956,0.9454,0.05459999999999998,0.049,0.0776435084449636,0.15835,0.16519106001391856,0.0,0.0,PRIME,0.0709;0.0504;0.0504;0.0504;0.0504;0.0504;0.0504;0.0709;0.1132;0.1649,prime,ninp,0.0266,0.049,0.4,1.0,0.0125,,,,,,,,ninp
725,SFC_6206062,HVAC EQUIPMENT,2025-09-05,13095.85,12526.18,13095.85,19.5,84,DAYTONA BEACH,FL,286.88,2026-08-16,FL,787,NINP - 10 Mo,12123.45,19.58,45.85,337.3,95.65,92.9,7.1,0.0015,0.0957,0,7.17,48000,RESIDENTIAL,sfy,6206062.0,0,NINP10,NINP - 10 Mo,86.0,10000.0,2200.0,0.013395680703240598,0.3347,0.02,2e-05,0.35,10.0,0.825,0.9565,0.012499999999999956,0.9440000000000001,0.05599999999999994,0.013395680703240598,0.08809351988427494,0.0149,0.0895476085425045,0.0,0.0,SFY,0.0712962962962963;0.0611111111111111;0.0509259259259259;0.0509259259259259;0.0509259259259259;0.0509259259259259;0.0509259259259259;0.0814814814814815;0.162962962962963;0.193518518518519,sfy,ninp,0.033,0.0225,0.35,1.0,0.0125,,,,,,,,ninp
726,SFC_6199210,HVAC EQUIPMENT,2025-09-03,13023.5,13065.18,13023.5,13.89,120,INVERNESS,FL,201.35,2025-10-16,FL,711,Unsec Std - 1389 - 120,12653.55,103.83,45.5,262.3,100.32,97.5,2.5,0.008,0.6405,0,4.5,53760,RESIDENTIAL,sfy,6199210.0,1,1389 - 120,Unsec Std - 1389 - 120,120.0,10000.0,1389.0,0.0,0.13376435265106001,0.02,2e-05,0.35,0.0,,1.0053,0.012499999999999956,0.9928,0.007199999999999984,0.0346,0.09139627048074317,0.0019,0.0010720096583206036,0.0,0.0,PRIME,0,prime,standard,0.0,0.053707500000000005,0.17,1.0,0.0125,,,,,,,,standard
726,SFC_6199210,HVAC EQUIPMENT,2025-09-03,13023.5,13065.18,13023.5,13.89,120,INVERNESS,FL,201.35,2025-10-16,FL,711,Unsec Std - 1389 - 120,12653.55,103.83,45.5,262.3,100.32,97.5,2.5,0.008,0.6405,0,4.5,53760,RESIDENTIAL,sfy,6199210.0,1,,Unsec Std - 1389 - 120,120.0,10000.0,1389.0,0.0,0.2524265600144794,0.02,2e-05,0.35,0.0,,1.0032,0.012499999999999956,0.9907000000000001,,0.05590588739590032,0.07610062192380873,0.0,0.0,0.0,0.0,SFY,,sfy,standard,0.0,0.0675,0.21,1.0,0.0125,,,,,,,,standard
727,SFC_6089821,KITCHEN OR BATH REMODEL,2025-07-30,13000.0,13001.3,13000,9.99,180,STONY POINT,NC,139.62,2025-10-16,NC,815,Unsec Std - 999 - 180,13000,0,0,1.3,100.01,100,0,0,0.149,0,2.54,66000,RESIDENTIAL,sfy,6089821.0,0,107PF,Unsec Std - 999 - 180,180.0,10000.0,999.0,0.0,0.1995,0.02,2e-05,0.35,0.0,,0.9983,0.012499999999999956,0.9858,0.01419999999999999,0.0071,0.0754071179845095,0.00065,0.001206071418517102,0.0,0.0,PRIME,0,prime,standard,0.0,0.01386,0.20534,1.0,0.0125,,,,,,,,standard
728,SFC_6160292,ROOFING MATERIAL,2025-08-20,12999.68,12399.09,12999.68,12.14,123,KANSAS CITY,MO,193.33,2026-01-16,MO,720,Unsec Std - 1290 - 123,12349.7,52,0,-2.61,95.38,95,5,0.004,0.408,0,2.99,77496,RESIDENTIAL,sfy,6160292.0,0,NINP4348,Unsec Std - 1290 - 123,123.0,10000.0,1290.0,0.0333,0.1358,0.02,2e-05,0.35,3.0,0.13000000000000003,0.9561999999999999,0.012499999999999956,0.9437,0.05630000000000002,0.0333,0.08969832498770458,0.0036,0.0041089335844281425,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.0449,0.0575,0.15,1.0,0.0125,,,,,,,,standard
728,SFC_6160292,ROOFING MATERIAL,2025-08-20,12999.68,12399.09,12999.68,12.14,123,KANSAS CITY,MO,193.33,2026-01-16,MO,720,Unsec Std - 1290 - 123,12349.7,52,0,-2.61,95.38,95,5,0.004,0.408,0,2.99,77496,RESIDENTIAL,sfy,6160292.0,0,,Unsec Std - 1290 - 123,123.0,10000.0,1290.0,0.031219388962685155,0.316,0.02,2e-05,0.35,3.0,,0.9538,0.012499999999999956,0.9413,,0.031219388962685155,0.09556529235883904,0.0,0.0,0.0,0.0,SFY,0.043671159274204605;0.05118112347006197;0.06137114456670246,sfy,hybrid,0.039,0.039,0.25,1.0,0.0125,,,,,,,,standard
729,SFC_6182833,HVAC EQUIPMENT,2025-08-27,12981.55,11991.06,12981.55,23.99,60,THOUSAND OAKS,CA,373.38,2025-10-16,CA,805,Unsec Std - EPNI 25 Mo,11845.66,64.91,0,80.49,92.37,91.25,8.75,0.005,0.0224,0,2.08,300000,RESIDENTIAL,sfy,6182833.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
730,SFC_5946806,BATH TUB AND SHOWER SYSTEMS,2025-06-20,12979.0,12692.16,12979,13.9,180,HOUSTON,TX,171.98,2025-10-16,TX,668,Unsec Std - 1390 - 180,12979,0,0,-286.84,97.79,100,0,0,0.274,0,3.44,60000,RESIDENTIAL,sfy,5946806.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
731,SFC_6005739,HVAC EQUIPMENT,2025-07-07,12956.37,12357.79,12956.37,12.14,123,LUMBERTON,TX,192.69,2026-01-16,TX,759,Unsec Std - 1290 - 123,12392.77,19.43,0,-54.41,95.38,95.65,4.35,0.0015,0.2638,0,1.54,150000,RESIDENTIAL,sfy,6005739.0,0,NINP4348,Unsec Std - 1290 - 123,123.0,10000.0,1290.0,0.0333,0.1358,0.02,2e-05,0.35,3.0,0.13000000000000003,0.9561999999999999,0.012499999999999956,0.9437,0.05630000000000002,0.0333,0.08969832498770458,0.0036,0.0041089335844281425,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.0449,0.0575,0.15,1.0,0.0125,,,,,,,,standard
731,SFC_6005739,HVAC EQUIPMENT,2025-07-07,12956.37,12357.79,12956.37,12.14,123,LUMBERTON,TX,192.69,2026-01-16,TX,759,Unsec Std - 1290 - 123,12392.77,19.43,0,-54.41,95.38,95.65,4.35,0.0015,0.2638,0,1.54,150000,RESIDENTIAL,sfy,6005739.0,0,,Unsec Std - 1290 - 123,123.0,10000.0,1290.0,0.031219388962685155,0.316,0.02,2e-05,0.35,3.0,,0.9538,0.012499999999999956,0.9413,,0.031219388962685155,0.09556529235883904,0.0,0.0,0.0,0.0,SFY,0.043671159274204605;0.05118112347006197;0.06137114456670246,sfy,hybrid,0.039,0.039,0.25,1.0,0.0125,,,,,,,,standard
732,SFC_6036650,BATH TUB AND SHOWER SYSTEMS,2025-07-15,12924.0,12638.38,12924,13.9,180,CLEAR LAKE,SD,171.25,2025-10-16,SD,716,Unsec Std - 1390 - 180,12924,0,0,-285.62,97.79,100,0,0,0.035,0,0.57,360000,RESIDENTIAL,sfy,6036650.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
733,SFC_6194222,INSULATION,2025-09-02,12922.0,10907.46,12922,13.9,240,MERCEDES,TX,159.75,2025-10-16,TX,661,Unsec Std - 1390 - 240,11435.97,0,0,-528.51,84.41,88.5,11.5,0,0.5386,0,2.38,80400,RESIDENTIAL,sfy,6194222.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
734,SFC_6202154,HVAC EQUIPMENT,2025-09-04,12919.15,13057.38,12919.15,9.99,120,ELLENTON,FL,170.66,2025-10-16,FL,840,Unsec Std - 999 - 120,12874,19.31,45.15,118.92,101.07,100,0,0.0015,0.0058,0,7.76,26400,RESIDENTIAL,sfy,6202154.0,1,132 PF,Unsec Std - 999 - 120,120.0,10000.0,999.0,0.0,0.261,0.02,2e-05,0.35,0.0,,1.0074,0.012499999999999956,0.9949,0.005099999999999993,0.0069,0.07152171297673604,0.0009,0.0006525466150984438,0.0,0.0,PRIME,0,prime,standard,0.0,0.016170000000000004,0.30015,1.0,0.0125,,,,,,,,standard
734,SFC_6202154,HVAC EQUIPMENT,2025-09-04,12919.15,13057.38,12919.15,9.99,120,ELLENTON,FL,170.66,2025-10-16,FL,840,Unsec Std - 999 - 120,12874,19.31,45.15,118.92,101.07,100,0,0.0015,0.0058,0,7.76,26400,RESIDENTIAL,sfy,6202154.0,1,132 PF,Unsec Std - 999 - 120,120.0,10000.0,999.0,0.0,0.261,0.02,2e-05,0.35,0.0,,1.0106983282779098,0.012499999999999956,0.9981983282779098,0.0018016717220902256,0.008228617365791953,0.069054696957501,0.0316,0.08332516477927643,0.0,0.0,SFY,0,sfy,standard,0.0,0.02,0.25,1.0,0.0125,,,,,,,,standard
735,SFC_6192507,HVAC EQUIPMENT,2025-08-31,12913.15,12627.77,12913.15,13.9,180,LARGO,FL,171.1,2025-10-16,FL,688,Unsec Std - 1390 - 180,12868,0,45.15,-285.38,97.79,100,0,0,0.086,0,1.22,168000,RESIDENTIAL,sfy,6192507.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
736,SFC_6034978,ROOFING MATERIAL,2025-07-15,12905.0,12959.2,12905,11.9,120,HOPE,RI,184.4,2025-10-16,RI,799,Unsec Std - 1190 - 120,12905,0,0,54.2,100.42,100,0,0,0.3152,0,1.48,148800,RESIDENTIAL,sfy,6034978.0,0,1190 - 120,Unsec Std - 1190 - 120,120.0,10000.0,1190.0,0.0,0.1410085893607625,0.02,2e-05,0.35,0.0,,1.0015999999999998,0.012499999999999956,0.9891,0.01090000000000002,0.0298,0.07677732013539984,0.00095,0.0004241624236853323,0.0,0.0,PRIME,0,prime,standard,0.0,0.045276000000000004,0.15,1.0,0.0125,,,,,,,,standard
736,SFC_6034978,ROOFING MATERIAL,2025-07-15,12905.0,12959.2,12905,11.9,120,HOPE,RI,184.4,2025-10-16,RI,799,Unsec Std - 1190 - 120,12905,0,0,54.2,100.42,100,0,0,0.3152,0,1.48,148800,RESIDENTIAL,sfy,6034978.0,0,1190 - 120,Unsec Std - 1190 - 120,120.0,10000.0,1190.0,0.0,0.2531622254288122,0.02,2e-05,0.35,0.0,,1.004165141961772,0.012499999999999956,0.9916651419617721,0.008334858038227866,0.03876574359572797,0.06891373193785189,0.01075,0.006446679845374729,0.0,0.0,SFY,0,sfy,standard,0.0,0.05335000000000001,0.22,1.0,0.0125,,,,,,,,standard
737,SFC_6008785,BATH TUB AND SHOWER SYSTEMS,2025-07-08,12900.0,12941.28,12900,13.89,120,CARTERSVILLE,GA,199.44,2025-10-16,GA,707,Unsec Std - 1389 - 120,12900,0,0,41.28,100.32,100,0,0,0.1744,0,2.35,102000,RESIDENTIAL,sfy,6008785.0,0,1389 - 120,Unsec Std - 1389 - 120,120.0,10000.0,1389.0,0.0,0.13376435265106001,0.02,2e-05,0.35,0.0,,1.0053,0.012499999999999956,0.9928,0.007199999999999984,0.0346,0.09139627048074317,0.0019,0.0010720096583206036,0.0,0.0,PRIME,0,prime,standard,0.0,0.053707500000000005,0.17,1.0,0.0125,,,,,,,,standard
737,SFC_6008785,BATH TUB AND SHOWER SYSTEMS,2025-07-08,12900.0,12941.28,12900,13.89,120,CARTERSVILLE,GA,199.44,2025-10-16,GA,707,Unsec Std - 1389 - 120,12900,0,0,41.28,100.32,100,0,0,0.1744,0,2.35,102000,RESIDENTIAL,sfy,6008785.0,0,,Unsec Std - 1389 - 120,120.0,10000.0,1389.0,0.0,0.2524265600144794,0.02,2e-05,0.35,0.0,,1.0032,0.012499999999999956,0.9907000000000001,,0.05590588739590032,0.07610062192380873,0.0,0.0,0.0,0.0,SFY,,sfy,standard,0.0,0.0675,0.21,1.0,0.0125,,,,,,,,standard
