Count,seller_loan_no,Asset Type,submit_date,original_balance,purchase_price,Current Balance,APR,term,Property City,Property State,Monthly Payment,Monthly Payment Date,state,fico,loan_program,Total Dealer $,Mkt Fee ($),Stamp fee,SFC Net Margin $,lender_price_pct,Adv. Rate,Dealer Fee,Mkt Fee (%),DTI,DPD,PTI,Income,application_type,platform,unnamed_1,TU_144,Loan Product Variables,loan program,loan_term,Avg Loan Size $'s,coupon,cdr_promo,constant_cpr,servicing_cost,late_percent,recovery_percent,promo_term,Promo Period Prepayment,modeled_purchase_price,SFC Loan Margin,SFC Purchase Price,Merchant Discount,cdr,yield,weight,weight(old),weight(worst case),Purchase Price(Worst Case),tagging,cpr,platform,type,proposed_cdr_promo,proposed_cdr,proposed_cpr,proposed_promo_cpr_percent,irr_support,new_programs,proposed_cdr_promo_old,proposed_cdr_old,constant_cpr_old,cdr_promo_old,cdr_old,cpr_old,loan_type
17,SFC_5645371,WINDOWS/DOORS,2025-03-22,40140.0,36318.67,40140,19.5,84,DUNEDIN,FL,879.31,2027-06-16,FL,736,NINP - 20 Mo,34400,100,140,1678.67,90.48,86,14,0.0025,0.1839,0,5.61,187992,RESIDENTIAL,prime,,,NINP20,NINP - 20 Mo,96.0,10000.0,2200.0,0.013222633524994162,0.2719,0.02,2e-05,0.35,20.0,0.8839999999999999,0.8949,0.012499999999999956,0.8824000000000001,0.11759999999999993,0.013222633524994162,0.0826715029780134,0.0085,0.01881535978886887,0.0,0.0,SFY,0.031;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.04;0.15;0.175,sfy,ninp,0.0304,0.02,0.45,1.0,0.0125,,,,,,,,ninp
18,SFC_6101324,HVAC EQUIPMENT,2025-08-02,40000.0,39300.0,40000,8.99,180,HONOLULU,HI,405.47,2025-10-16,HI,703,Unsec Std - 899 / 180notes,38500,0,0,800,98.25,96.25,3.75,0,0.2602,0,2.03,240000,HD NOTE,prime,,,,Unsec Std - 899 / 180notes,180.0,,898.9999999999999,0.0,0.12,0.0165,2e-05,0.15,0.0,,0.9825,,,,0.032,0.04970022594376289,,,,,PRIME,0,prime,standard,0.0,0.041600000000000005,0.13799999999999998,1.0,0.0115,True,0.0,0.041600000000000005,0.12,0.0,0.032,0,standard
18,SFC_6101324,HVAC EQUIPMENT,2025-08-02,40000.0,39300.0,40000,8.99,180,HONOLULU,HI,405.47,2025-10-16,HI,703,Unsec Std - 899 / 180notes,38500,0,0,800,98.25,96.25,3.75,0,0.2602,0,2.03,240000,HD NOTE,prime,,,,Unsec Std - 899 / 180notes,180.0,,898.9999999999999,0.0,0.12,0.02,2e-05,0.15,0.0,,0.975,,,,0.032,0.0481876658567959,,,,,SFY,0,sfy,standard,0.0,0.041600000000000005,0.13799999999999998,1.0,0.0125,True,0.0,0.041600000000000005,0.12,0.0,0.032,0,standard
19,SFC_6187613,ELECTRICAL EQUIPMENT,2025-08-29,40000.0,36192.0,40000,23.99,84,SALT LAKE CITY,UT,986.78,2027-06-16,UT,746,NINP - 20 Mo,34800,0,0,1392,90.48,87,13,0,0.1202,0,4.59,258000,RESIDENTIAL,prime,,,NINP20,NINP - 20 Mo,99.0,10000.0,2145.0,0.0114,0.3365,0.02,2e-05,0.35,20.0,0.7803,0.8973,0.012499999999999956,0.8848,0.11519999999999997,0.0726,0.08215117463215016,0.0066,0.011901400675684284,0.0,0.0,PRIME,0.046;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0471;0.0911;0.1049,prime,ninp,0.0257,0.0726,0.3365,1.0,0.0125,,,,,,,,ninp
19,SFC_6187613,ELECTRICAL EQUIPMENT,2025-08-29,40000.0,36192.0,40000,23.99,84,SALT LAKE CITY,UT,986.78,2027-06-16,UT,746,NINP - 20 Mo,34800,0,0,1392,90.48,87,13,0,0.1202,0,4.59,258000,RESIDENTIAL,prime,,,NINP20,NINP - 20 Mo,96.0,10000.0,2200.0,0.013222633524994162,0.2719,0.02,2e-05,0.35,20.0,0.8839999999999999,0.8949,0.012499999999999956,0.8824000000000001,0.11759999999999993,0.013222633524994162,0.0826715029780134,0.0085,0.01881535978886887,0.0,0.0,SFY,0.031;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.04;0.15;0.175,sfy,ninp,0.0304,0.02,0.45,1.0,0.0125,,,,,,,,ninp
20,SFC_5964380,ROOFING MATERIAL,2025-06-25,40000.0,40692.0,40000,12.9,120,COMSTOCK PARK,MI,594.89,2025-10-16,MI,707,Unsec Std - 1290 - 120,39100,500,0,1092,101.73,97.75,2.25,0.0125,0.4201,0,9.91,72000,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
20,SFC_5964380,ROOFING MATERIAL,2025-06-25,40000.0,40692.0,40000,12.9,120,COMSTOCK PARK,MI,594.89,2025-10-16,MI,707,Unsec Std - 1290 - 120,39100,500,0,1092,101.73,97.75,2.25,0.0125,0.4201,0,9.91,72000,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
21,SFC_5864233,STORAGE UNIT-ON PROPERTY,2025-05-28,40000.0,40692.0,40000,12.9,120,SNYDER,TX,594.89,2025-10-16,TX,700,Unsec Std - 1290 - 120,39400,0,0,1292,101.73,98.5,1.5,0,0.5377,0,3.5,204000,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
21,SFC_5864233,STORAGE UNIT-ON PROPERTY,2025-05-28,40000.0,40692.0,40000,12.9,120,SNYDER,TX,594.89,2025-10-16,TX,700,Unsec Std - 1290 - 120,39400,0,0,1292,101.73,98.5,1.5,0,0.5377,0,3.5,204000,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
22,SFC_5931266,WINDOWS/DOORS,2025-06-16,40000.0,40168.0,40000,12.9,180,CLARK,SD,503.47,2025-10-16,SD,702,Unsec Std - 1290 - 180,40000,0,0,168,100.42,100,0,0,0.096,0,1.68,360000,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
23,SFC_5932850,KITCHEN CABINETS,2025-06-17,40000.0,40168.0,40000,12.32,180,SCRANTON,PA,488.33,2025-10-16,PA,703,Unsec Std - 1290 - 180,40000,0,0,168,100.42,100,0,0,0.3198,0,2.37,247800,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
24,SFC_6156118,KITCHEN CABINETS,2025-08-19,40000.0,39732.0,40000,10.9,180,OCEANSIDE,CA,452.13,2025-10-16,CA,764,Unsec Std - 1090 - 180,38400,0,0,1332,99.33,96,4,0,0.3944,0,5.65,96000,RESIDENTIAL,prime,,,1090 - 180,Unsec Std - 1090 - 180,180.0,10000.0,1090.0,0.0,0.15068525075229278,0.02,2e-05,0.35,0.0,,0.9858,0.012499999999999956,0.9733,0.026699999999999946,0.0278,0.07332253988322979,0.03245,0.007851504512781816,0.0,0.0,PRIME,0,prime,standard,0.0,0.03,0.15,1.0,0.0125,,,,,,,,standard
24,SFC_6156118,KITCHEN CABINETS,2025-08-19,40000.0,39732.0,40000,10.9,180,OCEANSIDE,CA,452.13,2025-10-16,CA,764,Unsec Std - 1090 - 180,38400,0,0,1332,99.33,96,4,0,0.3944,0,5.65,96000,RESIDENTIAL,prime,,,1090 - 180,Unsec Std - 1090 - 180,180.0,10000.0,1090.0,0.0,0.18665108495076935,0.02,2e-05,0.35,0.0,,0.9830142394259905,0.012499999999999956,0.9705142394259906,0.029485760574009423,0.008614151289825149,0.0886254854159052,0.00605,0.03764483109757939,0.0,0.0,SFY,0,sfy,standard,0.0,0.02,0.1493,1.0,0.0125,,,,,,,,standard
25,SFC_5669562,BATH TUB AND SHOWER SYSTEMS,2025-03-29,40000.0,39504.0,40000,9.9,180,ALBUQUERQUE,NM,427.4,2025-10-16,NM,740,Unsec Std - 990 - 180,39200,0,0,304,98.76,98,2,0,0.1696,0,2.68,190800,RESIDENTIAL,prime,,,990 - 180,Unsec Std - 990 - 180,180.0,10000.0,990.0,0.0,0.1679,0.02,2e-05,0.35,0.0,,0.9801,0.012499999999999956,0.9676,0.032399999999999984,0.0207,0.07056702765910927,0.0628,0.08601302135113863,0.0,0.0,PRIME,0,prime,standard,0.0,0.025063500000000006,0.2,1.0,0.0125,,,,,,,,standard
26,SFC_5909178,BATH,2025-06-10,40000.0,39300.0,40000,11.57,132,SPARTA,WI,632.9,2026-10-16,WI,704,Unsec Std - 1449 - 132notes,38500,0,0,800,98.25,96.25,3.75,0,0.356,0,4.71,161428.56,HD NOTE,prime,,,,Unsec Std - 1449 - 132notes,132.0,,1449.0,0.0398,0.23,0.0165,2e-05,0.15,12.0,,0.9825,,,,0.018306625221887515,0.06701817290414347,,,,,PRIME,0.034087798153406;0.029131872311023;0.029131872311023;0.025455429050157;0.025455429050157;0.024935476432192;0.024935476432192;0.0330338174243784;0.0330338174243784;0.052503321664899;0.0723270250344311;0.115968664711763,prime,hybrid,0.05174,0.02379861278845377,0.2645,1.0,0.0115,True,0.05174,0.02379861278845377,0.23,0.0398,0.018306625221887515,0.034087798153406;0.029131872311023;0.029131872311023;0.025455429050157;0.025455429050157;0.024935476432192;0.024935476432192;0.0330338174243784;0.0330338174243784;0.052503321664899;0.0723270250344311;0.115968664711763,standard
26,SFC_5909178,BATH,2025-06-10,40000.0,39300.0,40000,11.57,132,SPARTA,WI,632.9,2026-10-16,WI,704,Unsec Std - 1449 - 132notes,38500,0,0,800,98.25,96.25,3.75,0,0.356,0,4.71,161428.56,HD NOTE,prime,,,,Unsec Std - 1449 - 132notes,132.0,,1449.0,0.0398,0.23,0.02,2e-05,0.15,12.0,,0.975,,,,0.04221984000000001,0.058137248365740746,,,,,SFY,0.034087798153406;0.029131872311023;0.029131872311023;0.025455429050157;0.025455429050157;0.024935476432192;0.024935476432192;0.0330338174243784;0.0330338174243784;0.052503321664899;0.0723270250344311;0.115968664711763,sfy,hybrid,0.05174,0.05488579200000001,0.2645,1.0,0.0125,True,0.05174,0.05488579200000001,0.23,0.0398,0.04221984000000001,0.034087798153406;0.029131872311023;0.029131872311023;0.025455429050157;0.025455429050157;0.024935476432192;0.024935476432192;0.0330338174243784;0.0330338174243784;0.052503321664899;0.0723270250344311;0.115968664711763,standard
27,SFC_5942140,FOUNDATION MATERIAL/CONSTRUCTION,2025-06-19,40000.0,40692.0,40000,12.9,120,GLEN SPEY,NY,594.89,2025-10-16,NY,739,Unsec Std - 1290 - 120,39400,0,0,1292,101.73,98.5,1.5,0,0.4359,0,11.52,61999.92,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
27,SFC_5942140,FOUNDATION MATERIAL/CONSTRUCTION,2025-06-19,40000.0,40692.0,40000,12.9,120,GLEN SPEY,NY,594.89,2025-10-16,NY,739,Unsec Std - 1290 - 120,39400,0,0,1292,101.73,98.5,1.5,0,0.4359,0,11.52,61999.92,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
28,SFC_5962454,ROOFING MATERIAL,2025-06-24,40000.0,36192.0,40000,13.99,60,CARLISLE,PA,930.52,2027-06-16,PA,726,NINP - 20 Mo,35300,0,0,892,90.48,88.25,11.75,0,0.2153,0,4.08,273624,RESIDENTIAL,prime,,,NINP20,NINP - 20 Mo,99.0,10000.0,2145.0,0.0114,0.3365,0.02,2e-05,0.35,20.0,0.7803,0.8973,0.012499999999999956,0.8848,0.11519999999999997,0.0726,0.08215117463215016,0.0066,0.011901400675684284,0.0,0.0,PRIME,0.046;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0307;0.0471;0.0911;0.1049,prime,ninp,0.0257,0.0726,0.3365,1.0,0.0125,,,,,,,,ninp
28,SFC_5962454,ROOFING MATERIAL,2025-06-24,40000.0,36192.0,40000,13.99,60,CARLISLE,PA,930.52,2027-06-16,PA,726,NINP - 20 Mo,35300,0,0,892,90.48,88.25,11.75,0,0.2153,0,4.08,273624,RESIDENTIAL,prime,,,NINP20,NINP - 20 Mo,96.0,10000.0,2200.0,0.013222633524994162,0.2719,0.02,2e-05,0.35,20.0,0.8839999999999999,0.8949,0.012499999999999956,0.8824000000000001,0.11759999999999993,0.013222633524994162,0.0826715029780134,0.0085,0.01881535978886887,0.0,0.0,SFY,0.031;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.0305;0.04;0.15;0.175,sfy,ninp,0.0304,0.02,0.45,1.0,0.0125,,,,,,,,ninp
29,SFC_6204197,HVAC EQUIPMENT,2025-09-04,40000.0,40168.0,40000,12.9,180,RENO,NV,503.47,2025-10-16,NV,723,Unsec Std - 1290 - 180,39640,60,0,468,100.42,99.1,0.9,0.0015,0.4599,0,4.02,150000,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
30,SFC_6103051,HVAC EQUIPMENT,2025-08-04,40000.0,40692.0,40000,12.9,120,CROWN POINT,IN,594.89,2025-10-16,IN,731,Unsec Std - 1290 - 120,40000,260,0,432,101.73,100,0,0.0065,0.1889,0,4.65,153600,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
30,SFC_6103051,HVAC EQUIPMENT,2025-08-04,40000.0,40692.0,40000,12.9,120,CROWN POINT,IN,594.89,2025-10-16,IN,731,Unsec Std - 1290 - 120,40000,260,0,432,101.73,100,0,0.0065,0.1889,0,4.65,153600,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
31,SFC_6127895,BATH TUB AND SHOWER SYSTEMS,2025-08-11,40000.0,34848.0,40000,11.9,240,PARAMOUNT,CA,437.65,2025-10-16,CA,729,Unsec Std - 1190 - 240,35400,160,0,-712,87.12,88.5,11.5,0.004,0.1344,0,3.55,148200,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
32,SFC_5973433,HVAC EQUIPMENT,2025-06-27,40000.0,40692.0,40000,12.9,120,THOUSAND OAKS,CA,594.89,2025-10-16,CA,732,Unsec Std - 1290 - 120,40000,320,0,372,101.73,100,0,0.008,0.0923,0,7.94,90000,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
32,SFC_5973433,HVAC EQUIPMENT,2025-06-27,40000.0,40692.0,40000,12.9,120,THOUSAND OAKS,CA,594.89,2025-10-16,CA,732,Unsec Std - 1290 - 120,40000,320,0,372,101.73,100,0,0.008,0.0923,0,7.94,90000,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
33,SFC_6001613,WINDOWS/DOORS,2025-07-05,39898.0,40065.57,39898,12.9,180,HANFORD,CA,502.18,2025-10-16,CA,710,Unsec Std - 1290 - 180,38601.32,0,0,1464.25,100.42,96.75,3.25,0,0.175,0,4.18,144000,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
34,SFC_6186515,HVAC-PLUMBING EQUIPMENT,2025-08-28,39859.0,39161.47,39859,8.99,180,RANDLEMAN,NC,404.04,2025-10-16,NC,757,Unsec Std - 899 / 180notes,38364.29,0,0,797.18,98.25,96.25,3.75,0,0.2183,0,3.21,151200,HD NOTE,prime,,,,Unsec Std - 899 / 180notes,180.0,,898.9999999999999,0.0,0.12,0.0165,2e-05,0.15,0.0,,0.9825,,,,0.032,0.04970022594376289,,,,,PRIME,0,prime,standard,0.0,0.041600000000000005,0.13799999999999998,1.0,0.0115,True,0.0,0.041600000000000005,0.12,0.0,0.032,0,standard
34,SFC_6186515,HVAC-PLUMBING EQUIPMENT,2025-08-28,39859.0,39161.47,39859,8.99,180,RANDLEMAN,NC,404.04,2025-10-16,NC,757,Unsec Std - 899 / 180notes,38364.29,0,0,797.18,98.25,96.25,3.75,0,0.2183,0,3.21,151200,HD NOTE,prime,,,,Unsec Std - 899 / 180notes,180.0,,898.9999999999999,0.0,0.12,0.02,2e-05,0.15,0.0,,0.975,,,,0.032,0.0481876658567959,,,,,SFY,0,sfy,standard,0.0,0.041600000000000005,0.13799999999999998,1.0,0.0125,True,0.0,0.041600000000000005,0.12,0.0,0.032,0,standard
35,SFC_6196946,HVAC EQUIPMENT,2025-09-02,38496.3,38657.98,38496.3,12.9,180,YAZOO CITY,MS,484.54,2025-10-16,MS,732,Unsec Std - 1290 - 180,36956.45,307.97,0,1393.56,100.42,96,4,0.008,0.2363,0,4.84,120000,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
36,SFC_6112628,ROOFING MATERIAL,2025-08-06,38405.0,38969.55,38405,10.9,120,CRETE,IL,526.86,2025-10-16,IL,756,Unsec Std - 1090 - 120,38405,57.61,0,506.94,101.47,100,0,0.0015,0.4423,0,9.43,67008,RESIDENTIAL,prime,,,1090 - 120,Unsec Std - 1090 - 120,120.0,10000.0,1090.0,0.0,0.1695951850114601,0.02,2e-05,0.35,0.0,,1.0072,0.012499999999999956,0.9947,0.005299999999999971,0.0166,0.0743568173514495,0.00845,0.01718832812703956,0.0,0.0,PRIME,0,prime,standard,0.0,0.0203675,0.18,1.0,0.0125,,,,,,,,standard
37,SFC_6184565,HVAC EQUIPMENT,2025-08-28,37750.0,38093.53,37750,11.9,120,CHARLOTTE,NC,539.42,2025-10-16,NC,707,Unsec Std - 1190 - 120,37372.5,56.63,0,664.4,100.91,99,1,0.0015,0.4309,0,4.29,150732,RESIDENTIAL,prime,,,1190 - 120,Unsec Std - 1190 - 120,120.0,10000.0,1190.0,0.0,0.1410085893607625,0.02,2e-05,0.35,0.0,,1.0015999999999998,0.012499999999999956,0.9891,0.01090000000000002,0.0298,0.07677732013539984,0.00095,0.0004241624236853323,0.0,0.0,PRIME,0,prime,standard,0.0,0.045276000000000004,0.15,1.0,0.0125,,,,,,,,standard
37,SFC_6184565,HVAC EQUIPMENT,2025-08-28,37750.0,38093.53,37750,11.9,120,CHARLOTTE,NC,539.42,2025-10-16,NC,707,Unsec Std - 1190 - 120,37372.5,56.63,0,664.4,100.91,99,1,0.0015,0.4309,0,4.29,150732,RESIDENTIAL,prime,,,1190 - 120,Unsec Std - 1190 - 120,120.0,10000.0,1190.0,0.0,0.2531622254288122,0.02,2e-05,0.35,0.0,,1.004165141961772,0.012499999999999956,0.9916651419617721,0.008334858038227866,0.03876574359572797,0.06891373193785189,0.01075,0.006446679845374729,0.0,0.0,SFY,0,sfy,standard,0.0,0.05335000000000001,0.22,1.0,0.0125,,,,,,,,standard
38,SFC_6183017,HVAC-PLUMBING EQUIPMENT,2025-08-27,36600.0,35454.42,36600,10.28,123,NAMPA,ID,502.09,2026-01-16,ID,766,Unsec Std - 1090 - 123,34221,0,0,1233.42,96.87,93.5,6.5,0,0.2233,0,3.55,169992,RESIDENTIAL,prime,,,NINP4337,Unsec Std - 1090 - 123,123.0,10000.0,1090.0,0.0166,0.1696,0.02,2e-05,0.35,3.0,0.13000000000000003,0.9611999999999999,0.012499999999999956,0.9487,0.05130000000000001,0.0166,0.08225760892092726,0.0015,0.00214656491333475,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.025314139015718783,0.035,0.2,1.0,0.0125,,,,,,,,standard
39,SFC_5988567,KITCHEN OR BATH REMODEL,2025-07-01,34999.0,34582.51,34999,11.9,180,STOUGHTON,MA,417.8,2025-10-16,MA,728,Unsec Std - 1190 - 180,34299.02,0,0,283.49,98.81,98,2,0,0.2888,0,1.43,349992,RESIDENTIAL,prime,,,1190 - 180,Unsec Std - 1190 - 180,180.0,10000.0,1190.0,0.0,0.11761019723970799,0.02,2e-05,0.35,0.0,,0.9805999999999999,0.012499999999999956,0.9681,0.03190000000000004,0.0417,0.07419445445327266,0.00185,0.0008801068120594478,0.07,2916666.666666667,PRIME,0,prime,standard,0.0,0.0425,0.138514378468019,1.0,0.0125,,,,,,,,standard
39,SFC_5988567,KITCHEN OR BATH REMODEL,2025-07-01,34999.0,34582.51,34999,11.9,180,STOUGHTON,MA,417.8,2025-10-16,MA,728,Unsec Std - 1190 - 180,34299.02,0,0,283.49,98.81,98,2,0,0.2888,0,1.43,349992,RESIDENTIAL,prime,,,1190 - 180,Unsec Std - 1190 - 180,180.0,10000.0,1190.0,0.0,0.18672372431933457,0.02,2e-05,0.35,0.0,,0.9757437584124641,0.012499999999999956,0.9632437584124641,0.036756241587535876,0.0301222084257018,0.0857091910309915,0.00585,0.016127451247601888,0.06,2499999.9999999995,SFY,0,sfy,standard,0.0,0.04,0.16,1.0,0.0125,,,,,,,,standard
40,SFC_6126500,SIDING,2025-08-11,34960.0,35473.91,34960,10.9,120,ENFIELD,CT,479.6,2025-10-16,CT,744,Unsec Std - 1090 - 120,34960,0,0,513.91,101.47,100,0,0,0.1308,0,2.54,226800,RESIDENTIAL,prime,,,1090 - 120,Unsec Std - 1090 - 120,120.0,10000.0,1090.0,0.0,0.1695951850114601,0.02,2e-05,0.35,0.0,,1.0072,0.012499999999999956,0.9947,0.005299999999999971,0.0166,0.0743568173514495,0.00845,0.01718832812703956,0.0,0.0,PRIME,0,prime,standard,0.0,0.0203675,0.18,1.0,0.0125,,,,,,,,standard
41,SFC_5683665,ROOFING MATERIAL,2025-04-03,34900.0,35503.77,34900,12.9,120,PROVIDENCE,RI,519.04,2025-10-16,RI,737,Unsec Std - 1290 - 120,34900,0,0,603.77,101.73,100,0,0,0.1015,0,5.47,114000,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
41,SFC_5683665,ROOFING MATERIAL,2025-04-03,34900.0,35503.77,34900,12.9,120,PROVIDENCE,RI,519.04,2025-10-16,RI,737,Unsec Std - 1290 - 120,34900,0,0,603.77,101.73,100,0,0,0.1015,0,5.47,114000,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
42,SFC_6025868,WINDOWS/DOORS,2025-07-12,34618.0,34763.4,34618,12.9,180,MEMPHIS,TN,435.73,2025-10-16,TN,711,Unsec Std - 1290 - 180,34618,0,0,145.4,100.42,100,0,0,0.2574,0,7.38,70800,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
43,SFC_5933177,WINDOWS,2025-06-17,34190.4,33592.07,34190.4,9.49,120,CORPUS CHRISTI,TX,442.23,2025-10-16,TX,733,Unsec Std - 949 - 120notes,32908.26,0,0,683.81,98.25,96.25,3.75,0,0.0522,0,3.38,157142.76,HD NOTE,prime,,,,Unsec Std - 949 - 120notes,120.0,,949.0,0.0,0.12,0.0165,2e-05,0.15,0.0,,0.9825,,,,0.028,0.07586539897224132,,,,,PRIME,0,prime,standard,0.0,0.0364,0.13799999999999998,1.0,0.0115,True,0.0,0.0364,0.12,0.0,0.028,0,standard
43,SFC_5933177,WINDOWS,2025-06-17,34190.4,33592.07,34190.4,9.49,120,CORPUS CHRISTI,TX,442.23,2025-10-16,TX,733,Unsec Std - 949 - 120notes,32908.26,0,0,683.81,98.25,96.25,3.75,0,0.0522,0,3.38,157142.76,HD NOTE,prime,,,,Unsec Std - 949 - 120notes,120.0,,949.0,0.0,0.12,0.02,2e-05,0.15,0.0,,0.975,,,,0.032,0.07487519420835298,,,,,SFY,0,sfy,standard,0.0,0.041600000000000005,0.13799999999999998,1.0,0.0125,True,0.0,0.041600000000000005,0.12,0.0,0.032,0,standard
44,SFC_6037023,WINDOWS,2025-07-15,34180.0,34323.56,34180,12.9,180,HAWKINS,WI,430.21,2025-10-16,WI,713,Unsec Std - 1290 - 180,34180,0,0,143.56,100.42,100,0,0,0.114,0,2.15,240000,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
